tournament_id,level,gender,year,team,shirt_no,position,player_article,player_qid,display_name,source_url,birth_year
seniorw2019,senior,w,2019,Nigeria,19,FW,Chinwendu Ihezuo,Q21621526,Chinwendu Ihezuo,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1997
seniorw2019,senior,w,2019,Nigeria,20,DF,Chidinma Okeke,Q64364632,Chidinma Okeke,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,2000
seniorw2019,senior,w,2019,Nigeria,21,GK,Alaba Jonathan,Q14917581,Alaba Jonathan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Nigeria,22,FW,Alice Ogebe,Q63040806,Alice Ogebe,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Nigeria,23,MF,Ogonna Chukwudi,Q2016226,Ogonna Chukwudi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,Norway,1,GK,Ingrid Hjelmseth,Q1663329,Ingrid Hjelmseth,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1980
seniorw2019,senior,w,2019,Norway,2,DF,Ingrid Moe Wold,Q19968880,Ingrid Moe Wold,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,Norway,3,DF,Maria Thorisdottir,Q19977301,Maria Thorisdottir,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,Norway,4,DF,Stine Hovland,Q63535403,Stine Hovland,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,Norway,5,MF,Synne Skinnes Hansen,Q52331637,Synne Skinnes Hansen,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,6,DF,Maren Mjelde,Q527088,Maren Mjelde,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,Norway,7,FW,Elise Thorsnes,Q433772,Elise Thorsnes,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,Norway,8,MF,Vilde Bøe Risa,Q33383421,Vilde Bøe Risa,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,9,FW,Isabell Herlovsen,Q26054,Isabell Herlovsen,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,Norway,10,FW,Caroline Graham Hansen,Q5045087,Caroline Graham Hansen,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,11,FW,Lisa-Marie Karlseng Utland,Q17113424,Lisa-Marie Karlseng Utland,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Norway,12,GK,Cecilie Fiskerstrand,Q17155841,Cecilie Fiskerstrand,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,Norway,13,FW,Therese Åsland,Q55318368,Therese Åsland,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,14,MF,Ingrid Syrstad Engen,Q61993903,Ingrid Syrstad Engen,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1998
seniorw2019,senior,w,2019,Norway,15,MF,Amalie Eikeland,Q63643582,Amalie Eikeland,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,16,FW,Guro Reiten,Q11973397,Guro Reiten,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,Norway,17,MF,Kristine Minde,Q1642994,Kristine Minde,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Norway,18,MF,Frida Maanum,Q34627730,Frida Maanum,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1999
seniorw2019,senior,w,2019,Norway,19,DF,Cecilie Redisch Kvamme,Q54215549,Cecilie Redisch Kvamme,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Norway,20,FW,Emilie Haavi,Q459305,Emilie Haavi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Norway,21,MF,Karina Sævik,Q63623734,Karina Sævik,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,Norway,22,FW,Emilie Nautnes,Q63615165,Emilie Nautnes,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1999
seniorw2019,senior,w,2019,Norway,23,GK,Oda Maria Hove Bogstad,Q46059051,Oda Maria Hove Bogstad,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,South Korea,1,GK,Kang Ga-ae,Q18730657,Kang Ga-ae,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Korea,2,DF,Lee Eun-mi (footballer),Q20641113,Lee Eun-mi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,South Korea,3,DF,Jeong Yeong-a,Q64493562,Jeong Yeong-a,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Korea,4,DF,Hwang Bo-ram,Q20090966,Hwang Bo-ram,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1987
seniorw2019,senior,w,2019,South Korea,5,DF,Kim Do-yeon (footballer),Q21932256,Kim Do-yeon,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,South Korea,6,DF,Lim Seon-joo,Q20641121,Lim Seon-joo,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Korea,7,MF,Lee Min-a,Q21059881,Lee Min-a,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Korea,8,MF,Cho So-hyun,Q5103385,Cho So-hyun,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,South Korea,9,MF,Moon Mi-ra,Q64495736,Moon Mi-ra,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,South Korea,10,FW,Ji So-yun,Q493184,Ji So-yun,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Korea,11,FW,Jung Seol-bin,Q18815724,Jung Seol-bin,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Korea,12,FW,Kang Yu-mi (footballer),Q18730678,Kang Yu-mi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Korea,13,FW,Yeo Min-ji,Q16175903,Yeo Min-ji,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,South Korea,14,DF,Shin Dam-yeong,Q20641477,Shin Dam-yeong,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,South Korea,15,MF,Lee Young-ju,Q27679475,Lee Young-ju,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,South Korea,16,DF,Jang Sel-gi,Q27679754,Jang Sel-gi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,South Korea,17,FW,Lee Geum-min,Q20641114,Lee Geum-min,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,South Korea,18,GK,Kim Min-jung (footballer),Q64464573,Kim Min-jeong,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,South Korea,19,MF,Lee So-dam,Q16182343,Lee So-dam,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,South Korea,20,DF,Kim Hye-ri (footballer),Q20641070,Kim Hye-ri,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Korea,21,GK,Jung Bo-ram,Q64481564,Jung Bo-ram,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Korea,22,FW,Son Hwa-yeon,Q55092458,Son Hwa-yeon,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1997
seniorw2019,senior,w,2019,South Korea,23,FW,Kang Chae-rim,Q64463427,Kang Chae-rim,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1998
seniorw2019,senior,w,2019,China PR,1,GK,Xu Huan,Q64574472,Xu Huan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1999
seniorw2019,senior,w,2019,China PR,2,DF,Liu Shanshan,Q20641124,Liu Shanshan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,China PR,3,DF,Lin Yuping,Q64503929,Lin Yuping,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,China PR,4,MF,Lou Jiahui,Q6685562,Lou Jiahui,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,China PR,5,DF,Wu Haiyan,Q10919624,Wu Haiyan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,China PR,6,DF,"Han Peng (footballer, born 1989)",Q20087592,Han Peng,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,China PR,7,MF,Wang Shuang (footballer),Q15663389,Wang Shuang,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,China PR,8,DF,Li Jiayue,Q20641118,Li Jiayue,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,China PR,9,FW,Yang Li (footballer),Q19840344,Yang Li,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,China PR,10,FW,"Li Ying (footballer, born 1993)",Q19841091,Li Ying,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,China PR,11,FW,Wang Shanshan,Q19840752,Wang Shanshan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,China PR,12,GK,Peng Shimeng,Q51563734,Peng Shimeng,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1998
seniorw2019,senior,w,2019,China PR,13,MF,Wang Yan (footballer),Q64575551,Wang Yan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,China PR,14,DF,Wang Ying (footballer),Q64575974,Wang Ying,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1997
seniorw2019,senior,w,2019,China PR,15,FW,Song Duan,Q52585952,Song Duan,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,China PR,16,MF,Li Wen (footballer),Q64575757,Li Wen,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,China PR,17,MF,Gu Yasha,Q5613151,Gu Yasha,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,China PR,18,GK,Bi Xiaolin,Q64504034,Bi Xiaolin,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,China PR,19,MF,Tan Ruyin,Q20641544,Tan Ruyin,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,China PR,20,MF,Zhang Rui (footballer),Q20641682,Zhang Rui,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,China PR,21,MF,Yao Wei (footballer),Q64576042,Yao Wei,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1997
seniorw2019,senior,w,2019,China PR,22,DF,Luo Guiping,Q27777812,Luo Guiping,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
seniorw2019,senior,w,2019,China PR,23,MF,Liu Yanqiu,Q64576080,Liu Yanqiu,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Germany,1,GK,Almuth Schult,Q444776,Almuth Schult,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,Germany,2,DF,Carolin Simon,Q1044359,Carolin Simon,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,3,DF,Kathrin Hendrich,Q1690622,Kathrin Hendrich,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,4,DF,Leonie Maier,Q1819457,Leonie Maier,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,5,DF,Marina Hegering,Q1479013,Marina Hegering,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,Germany,6,MF,Lena Oberdorf,Q56928666,Lena Oberdorf,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,2001
seniorw2019,senior,w,2019,Germany,7,FW,Lea Schüller,Q16319693,Lea Schüller,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1997
seniorw2019,senior,w,2019,Germany,8,MF,Lena Goeßling,Q87760,Lena Goeßling,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1986
seniorw2019,senior,w,2019,Germany,9,FW,Svenja Huth,Q529199,Svenja Huth,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,Germany,10,MF,Dzsenifer Marozsán,Q450592,Dzsenifer Marozsán,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,11,FW,Alexandra Popp,Q432932,Alexandra Popp,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,Germany,12,GK,Laura Benkarth,Q1807705,Laura Benkarth,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,13,MF,Sara Däbritz,Q1030271,Sara Däbritz,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Germany,14,DF,Johanna Elsig,Q1696928,Johanna Elsig,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1992
seniorw2019,senior,w,2019,Germany,15,DF,Giulia Gwinn,Q21031698,Giulia Gwinn,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1999
seniorw2019,senior,w,2019,Germany,16,MF,Linda Dallmann,Q1825844,Linda Dallmann,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,Germany,17,DF,Verena Schweers,Q536736,Verena Schweers,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1989
seniorw2019,senior,w,2019,Germany,18,MF,Melanie Leupolz,Q1918983,Melanie Leupolz,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,Germany,19,FW,Klara Bühl,Q27077870,Klara Bühl,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,2000
seniorw2019,senior,w,2019,Germany,20,MF,Lina Magull,Q1825638,Lina Magull,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1994
seniorw2019,senior,w,2019,Germany,21,GK,Merle Frohms,Q14559898,Merle Frohms,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1995
seniorw2019,senior,w,2019,Germany,22,FW,Turid Knaak,Q2460710,Turid Knaak,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,Germany,23,DF,Sara Doorsoun,Q1120565,Sara Doorsoun,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Africa,1,GK,Mapaseka Mpuru,Q64660594,Mapaseka Mpuru,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1998
seniorw2019,senior,w,2019,South Africa,2,DF,Lebogang Ramalepe,Q18345693,Lebogang Ramalepe,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1991
seniorw2019,senior,w,2019,South Africa,3,DF,Nothando Vilakazi,Q18129064,Nothando Vilakazi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,South Africa,4,DF,Noko Matlou,Q17517199,Noko Matlou,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1985
seniorw2019,senior,w,2019,South Africa,5,DF,Janine van Wyk,Q18128995,Janine van Wyk,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1987
seniorw2019,senior,w,2019,South Africa,6,MF,Mamello Makhabane,Q18351971,Mamello Makhabane,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1988
seniorw2019,senior,w,2019,South Africa,7,MF,Karabo Dhlamini,Q63040297,Karabo Dhlamini,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,2001
seniorw2019,senior,w,2019,South Africa,8,FW,Ode Fulutudilu,Q18385334,Ode Fulutudilu,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1990
seniorw2019,senior,w,2019,South Africa,9,FW,Amanda Mthandi,Q63039588,Amanda Mthandi,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,South Africa,10,FW,Linda Motlhalo,Q26217958,Linda Motlhalo,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1998
seniorw2019,senior,w,2019,South Africa,11,FW,Thembi Kgatlana,Q26267581,Thembi Kgatlana,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1996
seniorw2019,senior,w,2019,South Africa,12,FW,Jermaine Seoposenwe,Q26217957,Jermaine Seoposenwe,https://en.wikipedia.org/wiki/2019_FIFA_Women%27s_World_Cup_squads,1993
